"STATISTIC","Statistic Label","TLIST(A1)","Year","C03341V04028","Stamp Duty Event","C03721V04469","Transaction Class","C03789V04537","Local Authority Area","UNIT","VALUE"
"CRP02C3","Median Age","2014","2014","01","Filings","110","Sole transactions","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","42"
"CRP02C3","Median Age","2014","2014","01","Filings","110","Sole transactions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","49"
"CRP02C3","Median Age","2014","2014","01","Filings","110","Sole transactions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","48"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","IE0","Ireland","Number","38"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","43"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","41"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","43"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","37"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","37"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","38"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","38"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","38"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","36"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","38"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","43"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","36"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","38"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","43"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","39"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","38"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","37"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","43"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","38"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","37"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","38"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","Number","41"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","36"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","39"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","34"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","40"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","38"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","43"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","38"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","39"
"CRP02C3","Median Age","2014","2014","01","Filings","120","Joint transactions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","46"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","IE0","Ireland","Number","39"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","41"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","42"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","42"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","38"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","38"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","38"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","39"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","38"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","36"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","39"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","42"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","37"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","38"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","43"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","40"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","39"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","38"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","42"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","39"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","37"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","39"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","Number","41"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","37"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","40"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","35"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","41"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","40"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","43"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","40"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","40"
"CRP02C3","Median Age","2014","2014","02","Executions","-","All Transactions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","46"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","IE0","Ireland","Number","42"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","40"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","43"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","42"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","42"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","41"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","40"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","47"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","39"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","39"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","43"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","41"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","39"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","42"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","45"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","44"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","41"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","39"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","44"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","41"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","42"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","45"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","Number","41"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","40"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","40"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","39"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","41"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","41"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","44"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","42"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","49"
"CRP02C3","Median Age","2014","2014","02","Executions","110","Sole transactions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","48"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","IE0","Ireland","Number","38"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","41"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","41"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","42"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","37"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","37"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","38"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","38"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","38"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","36"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","38"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","43"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","36"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","38"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","43"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","39"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","38"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","37"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","40"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","38"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","37"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","38"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","Number","41"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","37"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","40"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","34"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","40"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","39"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","43"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","39"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","39"
"CRP02C3","Median Age","2014","2014","02","Executions","120","Joint transactions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","45"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","IE0","Ireland","Number","39"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","39"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","42"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","39"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","38"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","38"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","38"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","39"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","40"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","36"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","39"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","42"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","36"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","40"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","44"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","40"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","39"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","38"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","42"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","38"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","37"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","39"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","Number","42"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","39"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","39"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","35"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","41"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","40"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","43"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","40"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","39"
"CRP02C3","Median Age","2015","2015","01","Filings","-","All Transactions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","46"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","IE0","Ireland","Number","42"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","40"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","42"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","40"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","41"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","43"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","40"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","47"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","40"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","40"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","42"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","43"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","41"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","40"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","44"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","44"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","41"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","39"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","47"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","40"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","40"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","39"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","Number","42"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","41"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","41"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","39"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","45"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","42"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","42"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","44"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","48"
"CRP02C3","Median Age","2015","2015","01","Filings","110","Sole transactions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","47"
"CRP02C3","Median Age","2015","2015","01","Filings","120","Joint transactions","IE0","Ireland","Number","38"
"CRP02C3","Median Age","2015","2015","01","Filings","120","Joint transactions","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","39"
"CRP02C3","Median Age","2015","2015","01","Filings","120","Joint transactions","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","41"
"CRP02C3","Median Age","2015","2015","01","Filings","120","Joint transactions","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","39"
"CRP02C3","Median Age","2015","2015","01","Filings","120","Joint transactions","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","38"
"CRP02C3","Median Age","2015","2015","01","Filings","120","Joint transactions","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","36"
"CRP02C3","Median Age","2015","2015","01","Filings","120","Joint transactions","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","38"
