"STATISTIC","Statistic Label","TLIST(A1)","Year","C03341V04028","Stamp Duty Event","C03721V04469","Transaction Class","C03788V04538","NUTS 3 Region","C03722V04470","Type of Buyer","UNIT","VALUE"
"CRP01C1","Volume of Sales","2016","2016","02","Executions","120","Joint transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","120","Buyer without child/children","Number","1740"
"CRP01C1","Volume of Sales","2016","2016","02","Executions","120","Joint transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","-","All buyer types","Number","1160"
"CRP01C1","Volume of Sales","2016","2016","02","Executions","120","Joint transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","110","Buyer with child/children","Number","560"
"CRP01C1","Volume of Sales","2016","2016","02","Executions","120","Joint transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","120","Buyer without child/children","Number","600"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","IE0","Ireland","-","All buyer types","Number","43350"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","IE0","Ireland","110","Buyer with child/children","Number","14310"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","IE0","Ireland","120","Buyer without child/children","Number","29050"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","All buyer types","Number","3010"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","110","Buyer with child/children","Number","770"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","120","Buyer without child/children","Number","2240"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","All buyer types","Number","3670"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","110","Buyer with child/children","Number","1080"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","120","Buyer without child/children","Number","2590"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","-","All buyer types","Number","3890"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","110","Buyer with child/children","Number","1240"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","120","Buyer without child/children","Number","2650"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","-","All buyer types","Number","3550"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","110","Buyer with child/children","Number","1100"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","120","Buyer without child/children","Number","2450"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","-","All buyer types","Number","6030"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","110","Buyer with child/children","Number","1890"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","120","Buyer without child/children","Number","4140"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","All buyer types","Number","14160"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","110","Buyer with child/children","Number","4980"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","120","Buyer without child/children","Number","9190"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","-","All buyer types","Number","6770"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","110","Buyer with child/children","Number","2520"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","120","Buyer without child/children","Number","4250"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","-","All buyer types","Number","2270"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","110","Buyer with child/children","Number","730"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","-","All Transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","120","Buyer without child/children","Number","1540"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","IE0","Ireland","-","All buyer types","Number","17810"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","IE0","Ireland","110","Buyer with child/children","Number","1910"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","IE0","Ireland","120","Buyer without child/children","Number","15900"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","All buyer types","Number","1530"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","110","Buyer with child/children","Number","150"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","120","Buyer without child/children","Number","1380"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","All buyer types","Number","1770"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","110","Buyer with child/children","Number","190"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","120","Buyer without child/children","Number","1580"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","-","All buyer types","Number","1840"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","110","Buyer with child/children","Number","210"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","120","Buyer without child/children","Number","1640"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","-","All buyer types","Number","1590"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","110","Buyer with child/children","Number","170"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","120","Buyer without child/children","Number","1420"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","-","All buyer types","Number","2630"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","110","Buyer with child/children","Number","290"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","120","Buyer without child/children","Number","2340"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","All buyer types","Number","5080"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","110","Buyer with child/children","Number","480"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","120","Buyer without child/children","Number","4600"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","-","All buyer types","Number","2350"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","110","Buyer with child/children","Number","300"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","120","Buyer without child/children","Number","2050"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","-","All buyer types","Number","1030"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","110","Buyer with child/children","Number","130"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","110","Sole transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","120","Buyer without child/children","Number","900"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","IE0","Ireland","-","All buyer types","Number","25540"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","IE0","Ireland","110","Buyer with child/children","Number","12390"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","IE0","Ireland","120","Buyer without child/children","Number","13150"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","All buyer types","Number","1490"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","110","Buyer with child/children","Number","620"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","120","Buyer without child/children","Number","860"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","All buyer types","Number","1900"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","110","Buyer with child/children","Number","890"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","120","Buyer without child/children","Number","1010"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","-","All buyer types","Number","2040"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","110","Buyer with child/children","Number","1030"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","120","Buyer without child/children","Number","1010"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","-","All buyer types","Number","1960"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","110","Buyer with child/children","Number","930"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","120","Buyer without child/children","Number","1040"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","-","All buyer types","Number","3400"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","110","Buyer with child/children","Number","1600"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","120","Buyer without child/children","Number","1800"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","All buyer types","Number","9090"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","110","Buyer with child/children","Number","4500"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","120","Buyer without child/children","Number","4590"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","-","All buyer types","Number","4420"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","110","Buyer with child/children","Number","2220"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","120","Buyer without child/children","Number","2200"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","-","All buyer types","Number","1240"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","110","Buyer with child/children","Number","600"
"CRP01C1","Volume of Sales","2017","2017","01","Filings","120","Joint transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","120","Buyer without child/children","Number","640"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","IE0","Ireland","-","All buyer types","Number","43180"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","IE0","Ireland","110","Buyer with child/children","Number","14170"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","IE0","Ireland","120","Buyer without child/children","Number","29010"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","All buyer types","Number","2990"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","110","Buyer with child/children","Number","760"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","120","Buyer without child/children","Number","2230"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","All buyer types","Number","3680"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","110","Buyer with child/children","Number","1090"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","120","Buyer without child/children","Number","2590"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","-","All buyer types","Number","3860"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","110","Buyer with child/children","Number","1220"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","120","Buyer without child/children","Number","2640"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","-","All buyer types","Number","3550"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","110","Buyer with child/children","Number","1090"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","120","Buyer without child/children","Number","2460"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","-","All buyer types","Number","5900"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","110","Buyer with child/children","Number","1840"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","120","Buyer without child/children","Number","4060"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","All buyer types","Number","14140"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","110","Buyer with child/children","Number","4950"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","120","Buyer without child/children","Number","9190"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","-","All buyer types","Number","6830"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","110","Buyer with child/children","Number","2510"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","120","Buyer without child/children","Number","4330"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","-","All buyer types","Number","2230"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","110","Buyer with child/children","Number","710"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","-","All Transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","120","Buyer without child/children","Number","1520"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","IE0","Ireland","-","All buyer types","Number","17690"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","IE0","Ireland","110","Buyer with child/children","Number","1880"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","IE0","Ireland","120","Buyer without child/children","Number","15820"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","All buyer types","Number","1510"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","110","Buyer with child/children","Number","150"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","120","Buyer without child/children","Number","1370"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","All buyer types","Number","1770"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","110","Buyer with child/children","Number","200"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","120","Buyer without child/children","Number","1570"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","-","All buyer types","Number","1820"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","110","Buyer with child/children","Number","200"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","120","Buyer without child/children","Number","1620"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","-","All buyer types","Number","1620"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","110","Buyer with child/children","Number","170"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","120","Buyer without child/children","Number","1450"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","-","All buyer types","Number","2580"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","110","Buyer with child/children","Number","280"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","120","Buyer without child/children","Number","2300"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","All buyer types","Number","5040"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","110","Buyer with child/children","Number","480"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","120","Buyer without child/children","Number","4560"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","-","All buyer types","Number","2350"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","110","Buyer with child/children","Number","300"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","120","Buyer without child/children","Number","2050"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","-","All buyer types","Number","1010"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","110","Buyer with child/children","Number","120"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","110","Sole transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","120","Buyer without child/children","Number","890"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","IE0","Ireland","-","All buyer types","Number","25490"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","IE0","Ireland","110","Buyer with child/children","Number","12290"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","IE0","Ireland","120","Buyer without child/children","Number","13200"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","All buyer types","Number","1480"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","110","Buyer with child/children","Number","620"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","120","Buyer without child/children","Number","860"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","All buyer types","Number","1920"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","110","Buyer with child/children","Number","900"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","120","Buyer without child/children","Number","1020"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","-","All buyer types","Number","2040"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","110","Buyer with child/children","Number","1020"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","120","Buyer without child/children","Number","1010"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","-","All buyer types","Number","1940"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","110","Buyer with child/children","Number","920"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","120","Buyer without child/children","Number","1010"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","-","All buyer types","Number","3320"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","110","Buyer with child/children","Number","1570"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","120","Buyer without child/children","Number","1750"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","All buyer types","Number","9100"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","110","Buyer with child/children","Number","4470"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","120","Buyer without child/children","Number","4630"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","-","All buyer types","Number","4490"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","110","Buyer with child/children","Number","2210"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","120","Buyer without child/children","Number","2280"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","-","All buyer types","Number","1220"
"CRP01C1","Volume of Sales","2017","2017","02","Executions","120","Joint transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","110","Buyer with child/children","Number","590"
